Subject ID,Subject Age,Subject Gender,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Block,Control Type,Ratio of number of dots,Percentage of dots,Ratio of areas of dot sets (greater to smaller),Color One,Color Two,Response Time,Date/Time,Consecutive Rounds,Key for "Yes" 
4,3,MALE,13,12,NO,NO,yes,2,Inverse Areas,1.0833333333333333,0.52,1.4565863096288536,Blue,Yellow,0.087992197,2015-10-12T15:03:13.435,1,F
4,3,MALE,19,6,YES,NO,no,2,Equal Areas,3.1666666666666665,0.76,1.0000000000000004,Blue,Yellow,0.250754988,2015-10-12T15:03:13.841,2,F
4,3,MALE,18,7,YES,NO,no,2,Equal Areas,2.5714285714285716,0.72,1.0000000000000002,Blue,Yellow,0.181946044,2015-10-12T15:03:14.263,3,F
4,3,MALE,11,14,NO,NO,yes,2,Equal Areas,1.2727272727272727,0.44,1.0,Blue,Yellow,0.162952234,2015-10-12T15:03:14.654,4,F
4,3,MALE,12,13,NO,NO,yes,2,Inverse Areas,1.0833333333333333,0.48,1.0245284669758368,Blue,Yellow,0.172478218,2015-10-12T15:03:15.176,5,F
4,3,MALE,26,14,YES,NO,no,2,Equal Areas,1.8571428571428572,0.65,1.0000000000000004,Blue,Yellow,0.195587155,2015-10-12T15:03:15.621,6,F
4,3,MALE,15,9,YES,NO,no,2,Equal Areas,1.6666666666666667,0.625,1.0,Blue,Yellow,0.159921162,2015-10-12T15:03:16.043,7,F
4,3,MALE,19,6,YES,NO,no,2,Inverse Areas,3.1666666666666665,0.76,8.690288814281926,Blue,Yellow,0.162055912,2015-10-12T15:03:16.393,8,F
4,3,MALE,11,14,NO,NO,yes,2,Equal Areas,1.2727272727272727,0.44,1.0,Blue,Yellow,0.2022296,2015-10-12T15:03:16.870,9,F
4,3,MALE,16,12,NO,NO,yes,2,Inverse Areas,1.3333333333333333,0.5714285714285714,1.4244762147954484,Blue,Yellow,0.198418095,2015-10-12T15:03:17.363,10,F
4,3,MALE,13,7,YES,NO,no,2,Equal Areas,1.8571428571428572,0.65,1.0,Blue,Yellow,0.159466158,2015-10-12T15:03:17.691,11,F
4,3,MALE,12,13,NO,NO,yes,2,Inverse Areas,1.0833333333333333,0.48,1.1306843528797208,Blue,Yellow,0.157075254,2015-10-12T15:03:18.008,12,F
4,3,MALE,18,7,YES,NO,no,2,Equal Areas,2.5714285714285716,0.72,1.0,Blue,Yellow,0.161494856,2015-10-12T15:03:18.324,13,F
4,3,MALE,15,9,YES,NO,no,2,Equal Areas,1.6666666666666667,0.625,1.0,Blue,Yellow,0.14957925,2015-10-12T15:03:18.648,14,F
4,3,MALE,13,12,NO,NO,yes,2,Equal Areas,1.0833333333333333,0.52,1.0000000000000002,Blue,Yellow,0.167100716,2015-10-12T15:03:18.973,15,F
4,3,MALE,11,14,NO,NO,yes,2,Inverse Areas,1.2727272727272727,0.44,1.5607438888715106,Blue,Yellow,0.243261551,2015-10-12T15:03:19.523,16,F
4,3,MALE,19,6,YES,NO,no,2,Equal Areas,3.1666666666666665,0.76,1.0000000000000002,Blue,Yellow,0.171606699,2015-10-12T15:03:19.943,17,F
4,3,MALE,16,12,NO,NO,yes,2,Inverse Areas,1.3333333333333333,0.5714285714285714,1.6088356611957009,Blue,Yellow,0.141697949,2015-10-12T15:03:20.242,18,F
4,3,MALE,26,14,YES,NO,no,2,Equal Areas,1.8571428571428572,0.65,1.0000000000000004,Blue,Yellow,0.1546031,2015-10-12T15:03:20.525,19,F
4,3,MALE,18,7,YES,NO,no,2,Equal Areas,2.5714285714285716,0.72,1.0000000000000004,Blue,Yellow,0.18748947,2015-10-12T15:03:21.140,20,F
4,3,MALE,9,16,NO,NO,yes,1,Inverse Areas,1.7777777777777777,0.36,2.7647729494174733,Purple,Orange,0.266677956,2015-10-12T15:03:24.863,21,F
4,3,MALE,13,12,YES,NO,no,1,Equal Areas,1.0833333333333333,0.52,1.0000000000000002,Purple,Orange,0.211664926,2015-10-12T15:03:25.347,22,F
4,3,MALE,11,14,NO,NO,yes,1,Equal Areas,1.2727272727272727,0.44,1.0000000000000002,Purple,Orange,0.13759223,2015-10-12T15:03:26.313,23,F
4,3,MALE,12,13,NO,NO,yes,1,Equal Areas,1.0833333333333333,0.48,1.0000000000000004,Purple,Orange,0.242957075,2015-10-12T15:03:26.887,24,F
4,3,MALE,16,9,YES,NO,no,1,Inverse Areas,1.7777777777777777,0.64,2.6022939149557676,Purple,Orange,0.18992271,2015-10-12T15:03:27.324,25,F
4,3,MALE,14,11,YES,NO,no,1,Inverse Areas,1.2727272727272727,0.56,1.6831583189148411,Purple,Orange,0.171556238,2015-10-12T15:03:27.742,26,F
4,3,MALE,15,10,YES,NO,no,1,Equal Areas,1.5,0.6,1.0,Purple,Orange,0.184323692,2015-10-12T15:03:28.118,27,F
4,3,MALE,16,24,NO,NO,yes,1,Inverse Areas,1.5,0.4,2.1978386595510853,Purple,Orange,0.184098328,2015-10-12T15:03:28.529,28,F
4,3,MALE,16,9,YES,NO,no,1,Equal Areas,1.7777777777777777,0.64,1.0000000000000002,Purple,Orange,0.19765776,2015-10-12T15:03:28.916,29,F
4,3,MALE,16,24,NO,NO,yes,1,Equal Areas,1.5,0.4,1.0,Purple,Orange,0.359900977,2015-10-12T15:03:29.487,30,F
4,3,MALE,14,11,YES,NO,no,1,Inverse Areas,1.2727272727272727,0.56,1.6979226378393977,Purple,Orange,0.19831247,2015-10-12T15:03:29.925,31,F
4,3,MALE,12,13,NO,NO,yes,1,Equal Areas,1.0833333333333333,0.48,1.0000000000000002,Purple,Orange,0.179407179,2015-10-12T15:03:30.563,32,F
4,3,MALE,15,10,YES,NO,no,1,Equal Areas,1.5,0.6,1.0,Purple,Orange,0.215040245,2015-10-12T15:03:31.029,33,F
4,3,MALE,11,14,NO,NO,yes,1,Inverse Areas,1.2727272727272727,0.44,1.8627558448844448,Purple,Orange,0.202187692,2015-10-12T15:03:31.474,34,F
4,3,MALE,9,16,NO,NO,yes,1,Inverse Areas,1.7777777777777777,0.36,3.3446148851554245,Purple,Orange,0.201421372,2015-10-12T15:03:31.944,35,F
4,3,MALE,13,12,YES,NO,no,1,Equal Areas,1.0833333333333333,0.52,1.0000000000000002,Purple,Orange,0.441518855,2015-10-12T15:03:32.636,36,F
4,3,MALE,14,11,YES,NO,no,1,Inverse Areas,1.2727272727272727,0.56,1.901454333465709,Purple,Orange,0.221496669,2015-10-12T15:03:33.074,37,F
4,3,MALE,27,18,YES,NO,no,1,Equal Areas,1.5,0.6,1.0,Purple,Orange,0.186397291,2015-10-12T15:03:33.484,38,F
4,3,MALE,16,9,YES,NO,no,1,Equal Areas,1.7777777777777777,0.64,1.0,Purple,Orange,0.322799415,2015-10-12T15:03:34.043,39,F
4,3,MALE,11,14,NO,NO,yes,1,Inverse Areas,1.2727272727272727,0.44,1.6429694054275943,Purple,Orange,0.205882881,2015-10-12T15:03:34.500,40,F
4,3,MALE,27,18,YES,NO,no,0,Inverse Areas,1.5,0.6,2.142175498663249,Green,Red,1.947646856,2015-10-12T15:03:40.423,41,F
4,3,MALE,11,14,NO,NO,yes,0,Inverse Areas,1.2727272727272727,0.44,1.7514040640500494,Green,Red,0.262463619,2015-10-12T15:03:40.926,42,F
4,3,MALE,14,11,YES,NO,no,0,Equal Areas,1.2727272727272727,0.56,1.0,Green,Red,0.185442384,2015-10-12T15:03:41.324,43,F
4,3,MALE,16,9,YES,NO,no,0,Equal Areas,1.7777777777777777,0.64,1.0,Green,Red,0.171997985,2015-10-12T15:03:41.702,44,F
4,3,MALE,9,16,NO,NO,yes,0,Equal Areas,1.7777777777777777,0.36,1.0,Green,Red,0.182979637,2015-10-12T15:03:42.069,45,F
4,3,MALE,13,12,YES,NO,no,0,Inverse Areas,1.0833333333333333,0.52,1.230642693251333,Green,Red,0.155237281,2015-10-12T15:03:42.419,46,F
4,3,MALE,8,12,NO,NO,yes,0,Equal Areas,1.5,0.4,1.0000000000000002,Green,Red,0.157475948,2015-10-12T15:03:42.779,47,F
4,3,MALE,12,13,NO,NO,yes,0,Equal Areas,1.0833333333333333,0.48,1.0,Green,Red,0.173785924,2015-10-12T15:03:43.159,48,F
4,3,MALE,9,16,NO,NO,yes,0,Equal Areas,1.7777777777777777,0.36,1.0,Green,Red,0.16001524,2015-10-12T15:03:43.523,49,F
4,3,MALE,16,9,YES,NO,no,0,Inverse Areas,1.7777777777777777,0.64,3.280316241448989,Green,Red,0.151913279,2015-10-12T15:03:43.868,50,F
4,3,MALE,14,11,YES,NO,no,0,Inverse Areas,1.2727272727272727,0.56,2.0870889599630686,Green,Red,0.187495029,2015-10-12T15:03:44.247,51,F
4,3,MALE,12,18,NO,NO,yes,0,Equal Areas,1.5,0.4,1.0,Green,Red,0.174063887,2015-10-12T15:03:44.624,52,F
4,3,MALE,11,14,NO,NO,yes,0,Inverse Areas,1.2727272727272727,0.44,1.5167034879406383,Green,Red,0.172881478,2015-10-12T15:03:45.005,53,F
4,3,MALE,13,12,YES,NO,no,0,Inverse Areas,1.0833333333333333,0.52,1.4186870820548896,Green,Red,0.174251618,2015-10-12T15:03:45.381,54,F
4,3,MALE,12,13,NO,NO,yes,0,Inverse Areas,1.0833333333333333,0.48,1.4729278839655011,Green,Red,0.161258802,2015-10-12T15:03:45.744,55,F
4,3,MALE,27,18,YES,NO,no,0,Equal Areas,1.5,0.6,1.0000000000000002,Green,Red,0.101637584,2015-10-12T15:03:46.352,56,F
4,3,MALE,11,14,NO,NO,yes,0,Inverse Areas,1.2727272727272727,0.44,1.7088942758259016,Green,Red,0.089461976,2015-10-12T15:03:46.717,57,F
4,3,MALE,12,13,NO,NO,yes,0,Equal Areas,1.0833333333333333,0.48,1.0000000000000002,Green,Red,0.205531365,2015-10-12T15:03:47.129,58,F
4,3,MALE,16,9,YES,NO,no,0,Inverse Areas,1.7777777777777777,0.64,4.266891390430407,Green,Red,0.103380621,2015-10-12T15:03:47.863,59,F
4,3,MALE,14,11,YES,NO,no,0,Equal Areas,1.2727272727272727,0.56,1.0,Green,Red,0.116958442,2015-10-12T15:03:48.211,60,F
4,3,MALE,18,5,YES,NO,no,3,Inverse Areas,3.6,0.782608695652174,12.008328995514777,Cyan,Brown,0.088203448,2015-10-12T15:03:55.061,61,F
